SESSION,DATE,landmarkid,utme,utmn,clan
S8557.1,12/14/2012,Emma Natal Den 2012 (North),0,0,serena n
S8583,12/19/2012,Emma Natal Den 2012 (North),0,0,serena n
S8429,7/31/2013,Emma Natal Den 2012 (North),719920,9847637,serena n
S8542,11/27/2012,Emma Natal Den 2012 (North),720071,9847386,serena n
S8561.1,12/14/2012,Emma Natal Den 2012 (North),720233,9847440,serena n
S10640,5/25/2013,Flapjack Den (North),0,0,serena n
S10652,5/28/2013,Flapjack Den (North),0,0,serena n
S10656,5/29/2013,Flapjack Den (North),0,0,serena n
S10656,5/29/2013,Flapjack Den (North),0,0,serena n
S10661,5/30/2013,Flapjack Den (North),0,0,serena n
S10661,5/30/2013,Flapjack Den (North),0,0,serena n
S10670,6/3/2013,Flapjack Den (North),0,0,serena n
S10681,6/8/2013,Flapjack Den (North),0,0,serena n
S10681,6/8/2013,Flapjack Den (North),0,0,serena n
S10687,6/9/2013,Flapjack Den (North),0,0,serena n
S10695,6/9/2013,Flapjack Den (North),0,0,serena n
S10687,6/9/2013,Flapjack Den (North),0,0,serena n
S10695,6/9/2013,Flapjack Den (North),0,0,serena n
S10707,6/11/2013,Flapjack Den (North),0,0,serena n
S10721,6/13/2013,Flapjack Den (North),0,0,serena n
S10737,6/15/2013,Flapjack Den (North),0,0,serena n
S10723,6/15/2013,Flapjack Den (North),0,0,serena n
S10737,6/15/2013,Flapjack Den (North),0,0,serena n
S10738,6/16/2013,Flapjack Den (North),0,0,serena n
S10744,6/16/2013,Flapjack Den (North),0,0,serena n
S10745,6/17/2013,Flapjack Den (North),0,0,serena n
S10745,6/17/2013,Flapjack Den (North),0,0,serena n
S10752,6/17/2013,Flapjack Den (North),0,0,serena n
S10753,6/18/2013,Flapjack Den (North),0,0,serena n
S10765,6/19/2013,Flapjack Den (North),0,0,serena n
S10803,6/19/2013,Flapjack Den (North),0,0,serena n
S10804,6/20/2013,Flapjack Den (North),0,0,serena n
S10826,6/21/2013,Flapjack Den (North),0,0,serena n
S10814,6/21/2013,Flapjack Den (North),0,0,serena n
S10858,6/27/2013,Flapjack Den (North),0,0,serena n
S10858,6/27/2013,Flapjack Den (North),0,0,serena n
S10858,6/27/2013,Flapjack Den (North),0,0,serena n
S10106,7/21/2013,Flapjack Den (North),0,0,serena n
S10682,6/8/2013,Flapjack Den (North),724418,9846151,serena n
S8929,7/8/2012,Flashforward den (South),0,0,serena n
S7990,7/12/2012,God Bless America Tree (North),721642,9844602,serena n
S8484,11/15/2012,God Bless America Tree (North),721961,9844646,serena n
S10640,5/25/2013,Grits Den (North),0,0,serena n
S10638.1,5/25/2013,Grits Den (North),0,0,serena n
S10640,5/25/2013,Grits Den (North),0,0,serena n
S10643,5/27/2013,Grits Den (North),0,0,serena n
S10650,5/27/2013,Grits Den (North),0,0,serena n
S10652,5/28/2013,Grits Den (North),0,0,serena n
S10652,5/28/2013,Grits Den (North),0,0,serena n
S10656,5/29/2013,Grits Den (North),0,0,serena n
S10656,5/29/2013,Grits Den (North),0,0,serena n
S10656,5/29/2013,Grits Den (North),0,0,serena n
S10658,5/30/2013,Grits Den (North),0,0,serena n
S10659,5/30/2013,Grits Den (North),0,0,serena n
S10661.1,5/30/2013,Grits Den (North),0,0,serena n
S10661,5/30/2013,Grits Den (North),0,0,serena n
S10661,5/30/2013,Grits Den (North),0,0,serena n
S10661,5/30/2013,Grits Den (North),0,0,serena n
S10663,6/2/2013,Grits Den (North),0,0,serena n
S10674,6/5/2013,Grits Den (North),0,0,serena n
S10679,6/7/2013,Grits Den (North),0,0,serena n
S10681,6/8/2013,Grits Den (North),0,0,serena n
S10681,6/8/2013,Grits Den (North),0,0,serena n
S10695,6/9/2013,Grits Den (North),0,0,serena n
S10687,6/9/2013,Grits Den (North),0,0,serena n
S10698,6/10/2013,Grits Den (North),0,0,serena n
S10706,6/11/2013,Grits Den (North),0,0,serena n
S10711,6/12/2013,Grits Den (North),0,0,serena n
S10708,6/12/2013,Grits Den (North),0,0,serena n
S10722,6/13/2013,Grits Den (North),0,0,serena n
S10737,6/15/2013,Grits Den (North),0,0,serena n
S10724,6/15/2013,Grits Den (North),0,0,serena n
S10739,6/16/2013,Grits Den (North),0,0,serena n
S10745,6/17/2013,Grits Den (North),0,0,serena n
S10752,6/17/2013,Grits Den (North),0,0,serena n
S10745,6/17/2013,Grits Den (North),0,0,serena n
S10752,6/17/2013,Grits Den (North),0,0,serena n
S10753,6/18/2013,Grits Den (North),0,0,serena n
S10764,6/18/2013,Grits Den (North),0,0,serena n
S10813,6/20/2013,Grits Den (North),0,0,serena n
S10826,6/21/2013,Grits Den (North),0,0,serena n
S10832,6/22/2013,Grits Den (North),0,0,serena n
S10835,6/24/2013,Grits Den (North),0,0,serena n
S10848,6/24/2013,Grits Den (North),0,0,serena n
S10858,6/27/2013,Grits Den (North),0,0,serena n
S10858,6/27/2013,Grits Den (North),0,0,serena n
S10010,7/3/2013,Grits Den (North),0,0,serena n
S10024,7/5/2013,Grits Den (North),0,0,serena n
S10030,7/7/2013,Grits Den (North),0,0,serena n
S10030,7/7/2013,Grits Den (North),0,0,serena n
S10030,7/7/2013,Grits Den (North),0,0,serena n
S10037,7/8/2013,Grits Den (North),0,0,serena n
S10038,7/9/2013,Grits Den (North),0,0,serena n
S10057,7/11/2013,Grits Den (North),0,0,serena n
S10058,7/11/2013,Grits Den (North),0,0,serena n
S10059,7/11/2013,Grits Den (North),0,0,serena n
S10061,7/13/2013,Grits Den (North),0,0,serena n
S10072,7/16/2013,Grits Den (North),0,0,serena n
S10085,7/19/2013,Grits Den (North),0,0,serena n
S10711,6/12/2013,Grits Den (North),724079,9846162,serena n
S10662,6/2/2013,Grits Den (North),724285,9846125,serena n
S10651,5/28/2013,Grits Den (North),724288,9846125,serena n
S10045,7/10/2013,Grits Den (North),724310,9846139,serena n
S10029,7/7/2013,Grits Den (North),724315,9846012,serena n
S10069,7/14/2013,Grits Den (North),724315,9846127,serena n
S10657,5/30/2013,Grits Den (North),724477,9845875,serena n
S10665,6/2/2013,Grits Den (North),724494,9845942,serena n
S9885,1/19/2013,Happy New Year Den (North),0,0,serena n
S9877,1/19/2013,Happy New Year Den (North),0,0,serena n
S9890,1/22/2013,Happy New Year Den (North),0,0,serena n
S9890,1/22/2013,Happy New Year Den (North),0,0,serena n
S19319,5/8/2013,High Boo Junction (North),0,0,serena n
S11263,11/18/2013,IAT Den (North),0,0,serena n
S11290,11/27/2013,IAT Den (North),0,0,serena n
S11321,11/30/2013,IAT Den (North),0,0,serena n
S11327,12/4/2013,IAT Den (North),0,0,serena n
S11334,12/6/2013,IAT Den (North),0,0,serena n
S11341,12/8/2013,IAT Den (North),0,0,serena n
S11348,12/9/2013,IAT Den (North),0,0,serena n
S11373,12/22/2013,IAT Den (North),718445,9849209,serena n
S8503,11/19/2012,J Fab Den (North),,0,serena n
S8383,10/22/2012,J Fab Den (North),0,0,serena n
S8393,10/23/2012,J Fab Den (North),0,0,serena n
S8401,10/25/2012,J Fab Den (North),0,0,serena n
S8395.2,10/25/2012,J Fab Den (North),0,0,serena n
S8395.1,10/25/2012,J Fab Den (North),0,0,serena n
S8404,10/26/2012,J Fab Den (North),0,0,serena n
S8403,10/26/2012,J Fab Den (North),0,0,serena n
S8407,10/26/2012,J Fab Den (North),0,0,serena n
S8406,10/26/2012,J Fab Den (North),0,0,serena n
S8405,10/26/2012,J Fab Den (North),0,0,serena n
S8411,10/29/2012,J Fab Den (North),0,0,serena n
S8412,10/30/2012,J Fab Den (North),0,0,serena n
S8426,11/6/2012,J Fab Den (North),0,0,serena n
S8419,11/6/2012,J Fab Den (North),0,0,serena n
S8432,11/7/2012,J Fab Den (North),0,0,serena n
S8435,11/8/2012,J Fab Den (North),0,0,serena n
S8447,11/10/2012,J Fab Den (North),0,0,serena n
S8460,11/12/2012,J Fab Den (North),0,0,serena n
S8464.1,11/12/2012,J Fab Den (North),0,0,serena n
S8466,11/13/2012,J Fab Den (North),0,0,serena n
S8481,11/15/2012,J Fab Den (North),0,0,serena n
S8491,7/31/2013,J Fab Den (North),0,0,serena n
S11374,12/22/2013,J Fab Den (North),0,0,serena n
S11385,12/24/2013,J Fab Den (North),0,0,serena n
S11393,12/26/2013,J Fab Den (North),0,0,serena n
S8402,10/26/2012,J Fab Den (North),718908,9849070,serena n
S8395,10/25/2012,J Fab Den (North),719282,9848444,serena n
S8408,10/26/2012,J Fab Den (North),719341,9849474,serena n
S8409,10/26/2012,J Fab Den (North),719357,9849626,serena n
S8410,10/26/2012,J Fab Den (North),719386,9849704,serena n
S11137,10/16/2013,Jack Bird Tree (North),719703,9851429,serena n
S9921,2/2/2013,Jack Bird Tree (North),719950,9851379,serena n
S10962,8/24/2013,Jack Bird Tree (North),719964,9851565,serena n
S13392,2/18/2014,Jack Bird Tree (North),720134,9851446,serena n
S8006.1,7/17/2012,Krakow Den (North),0,0,serena n
S8013,7/19/2012,Krakow Den (North),0,0,serena n
S8013,7/19/2012,Krakow Den (North),0,0,serena n
S8015,7/19/2012,Krakow Den (North),0,0,serena n
S8027,7/24/2012,Krakow Den (North),0,0,serena n
S8022,7/24/2012,Krakow Den (North),0,0,serena n
S8025,7/24/2012,Krakow Den (North),0,0,serena n
S8028,7/24/2012,Krakow Den (North),0,0,serena n
S8032,7/25/2012,Krakow Den (North),0,0,serena n
S7999,7/26/2012,Krakow Den (North),0,0,serena n
S8034.1,7/26/2012,Krakow Den (North),0,0,serena n
S8040,7/28/2012,Krakow Den (North),0,0,serena n
S8041,7/28/2012,Krakow Den (North),0,0,serena n
S8051,7/29/2012,Krakow Den (North),0,0,serena n
S8058,7/30/2012,Krakow Den (North),0,0,serena n
S8061.1,8/3/2012,Krakow Den (North),0,0,serena n
S8272,8/4/2012,Krakow Den (North),0,0,serena n
S8275,8/4/2012,Krakow Den (North),0,0,serena n
S8277,8/5/2012,Krakow Den (North),0,0,serena n
S8277,8/5/2012,Krakow Den (North),0,0,serena n
S8280,8/7/2012,Krakow Den (North),0,0,serena n
S8283,8/9/2012,Krakow Den (North),0,0,serena n
S8286,8/12/2012,Krakow Den (North),0,0,serena n
S8289,8/14/2012,Krakow Den (North),0,0,serena n
S8301,8/17/2012,Krakow Den (North),0,0,serena n
S8293,8/17/2012,Krakow Den (North),0,0,serena n
S8292,8/17/2012,Krakow Den (North),0,0,serena n
S8302,8/19/2012,Krakow Den (North),0,0,serena n
S8305,8/20/2012,Krakow Den (North),0,0,serena n
S8308,8/22/2012,Krakow Den (North),0,0,serena n
S8313,8/24/2012,Krakow Den (North),0,0,serena n
S8045,8/25/2012,Krakow Den (North),0,0,serena n
S8046,8/25/2012,Krakow Den (North),0,0,serena n
S8045,8/25/2012,Krakow Den (North),0,0,serena n
S8045,8/25/2012,Krakow Den (North),0,0,serena n
S8321,8/29/2012,Krakow Den (North),0,0,serena n
S8322,8/29/2012,Krakow Den (North),0,0,serena n
S8327,8/29/2012,Krakow Den (North),0,0,serena n
S8325.1,8/29/2012,Krakow Den (North),0,0,serena n
S8328,9/1/2012,Krakow Den (North),0,0,serena n
S8023,7/24/2012,Krakow Den (North),719820,9851094,serena n
S8045,8/25/2012,Krakow Den (North),720003,9850994,serena n
S8061.1,8/3/2012,Krakow Den (North),720008,9850918,serena n
S8024,7/24/2012,Krakow Den (North),720028,9851236,serena n
S8045,8/25/2012,Krakow Den (North),720191,9851016,serena n
S10864,7/31/2013,Kruuk's Culvert (North),,,serena n
S7962,7/5/2012,Kruuk's Culvert (North),0,0,serena n
S8276,8/5/2012,Kruuk's Culvert (North),0,0,serena n
S8422,11/6/2012,Kruuk's Culvert (North),0,0,serena n
S8590,12/27/2012,Kruuk's Culvert (North),0,0,serena n
S9835,1/1/2013,Kruuk's Culvert (North),0,0,serena n
S10502,4/19/2013,Kruuk's Culvert (North),0,0,serena n
S10569,5/11/2013,Kruuk's Culvert (North),0,0,serena n
S10568,5/11/2013,Kruuk's Culvert (North),0,0,serena n
S10683,6/8/2013,Kruuk's Culvert (North),0,0,serena n
S10702,6/11/2013,Kruuk's Culvert (North),0,0,serena n
S10766,6/19/2013,Kruuk's Culvert (North),0,0,serena n
S10846.1,6/25/2013,Kruuk's Culvert (North),0,0,serena n
S10859,6/27/2013,Kruuk's Culvert (North),0,0,serena n
S10136,7/27/2013,Kruuk's Culvert (North),0,0,serena n
S10997,9/1/2013,Kruuk's Culvert (North),0,0,serena n
S11172,10/25/2013,Kruuk's Culvert (North),0,0,serena n
S11232,11/11/2013,Kruuk's Culvert (North),0,0,serena n
S13374,2/16/2014,Kruuk's Culvert (North),0,0,serena n
S13482,3/5/2014,Kruuk's Culvert (North),0,0,serena n
S13482,3/5/2014,Kruuk's Culvert (North),0,0,serena n
S13510,3/11/2014,Kruuk's Culvert (North),0,0,serena n
S13521,3/12/2014,Kruuk's Culvert (North),0,0,serena n
S13543,3/19/2014,Kruuk's Culvert (North),0,0,serena n
S13544,3/19/2014,Kruuk's Culvert (North),0,0,serena n
S8003,7/15/2012,Kruuk's Culvert (North),721078,9847596,serena n
S13482,3/5/2014,Kruuk's Culvert (North),724274,9846143,serena n
S8546,11/27/2012,Kruuk's Culvert (North),724311,9846004,serena n
S11224,11/5/2013,Kruuk's Culvert (North),724343,9845823,serena n
S8483,11/15/2012,Kruuk's Culvert (North),724375,9846270,serena n
S10808,6/20/2013,Kruuk's Culvert (North),724386,9846489,serena n
S10916.3,8/11/2013,Kruuk's Culvert (North),724398,9846581,serena n
S10916.2,8/11/2013,Kruuk's Culvert (North),724398,9846581,serena n
S11362,12/20/2013,Kruuk's Culvert (North),724405,9846559,serena n
S11279,11/24/2013,Kruuk's Culvert (North),724443,9846286,serena n
S11279,11/24/2013,Kruuk's Culvert (North),724443,9846286,serena n
S7961,7/5/2012,Kruuk's Culvert (North),724475,9845876,serena n
S13248,1/18/2014,Kruuk's Culvert (North),724475,9845875,serena n
S10373,3/4/2013,Kruuk's Culvert (North),724479,9847508,serena n
S10154,7/29/2013,Kruuk's Culvert (North),724479,9845890,serena n
S13426,2/25/2014,Kruuk's Culvert (North),724479,9846651,serena n
S13425,2/25/2014,Kruuk's Culvert (North),724479,9845899,serena n
S11111,10/10/2013,Kruuk's Culvert (North),724481,9845905,serena n
S8362,9/25/2012,Kruuk's Culvert (North),724482,9845844,serena n
S11193,10/28/2013,Kruuk's Culvert (North),724485,9846699,serena n
S10974,8/28/2013,Kruuk's Culvert (North),724486,9845799,serena n
S13184,1/2/2014,Kruuk's Culvert (North),724489,9846510,serena n
S13210,1/10/2014,Kruuk's Culvert (North),724491,9846497,serena n
S9946,2/5/2013,Kruuk's Culvert (North),724492,9846775,serena n
S10802,6/19/2013,Kruuk's Culvert (North),724494,9846486,serena n
S10293,2/16/2013,Kruuk's Culvert (North),724495,9846484,serena n
S10093,7/20/2013,Kruuk's Culvert (North),724495,9846485,serena n
S11192,10/28/2013,Kruuk's Culvert (North),724497,9846525,serena n
S7970,7/7/2012,Kruuk's Culvert (North),724498,9846522,serena n
S13183,1/2/2014,Kruuk's Culvert (North),724498,9846493,serena n
S10730,6/15/2013,Kruuk's Culvert (North),724502,9845963,serena n
S11013,9/7/2013,Kruuk's Culvert (North),724504,9846241,serena n
S8581,12/19/2012,Kruuk's Culvert (North),724508,9845969,serena n
S10697,6/10/2013,Kruuk's Culvert (North),724509,9846007,serena n
S10725,6/15/2013,Kruuk's Culvert (North),724510,9846542,serena n
S10696,6/10/2013,Kruuk's Culvert (North),724511,9846032,serena n
S10680,6/8/2013,Kruuk's Culvert (North),724512,9846088,serena n
S10642,5/27/2013,Kruuk's Culvert (North),724513,9846034,serena n
S10028,7/7/2013,Kruuk's Culvert (North),724514,9846048,serena n
S10671,6/3/2013,Kruuk's Culvert (North),724515,9848089,serena n
S8454,11/12/2012,Kruuk's Culvert (North),724516,9846094,serena n
S8532,11/26/2012,Kruuk's Culvert (North),724516,9846064,serena n
S10638,5/25/2013,Kruuk's Culvert (North),724516,9846094,serena n
S8317,8/27/2012,Kruuk's Culvert (North),724519,9846102,serena n
S10501,4/19/2013,Kruuk's Culvert (North),724521,9846116,serena n
S10603,5/18/2013,Kruuk's Culvert (North),724521,9846130,serena n
S8465,11/12/2012,Kruuk's Culvert (North),724522,9846764,serena n
S8004,7/15/2012,Kruuk's Culvert (North),724524,9846114,serena n
S10292,2/16/2013,Kruuk's Culvert (North),724524,9846124,serena n
S10934.1,8/16/2013,Kruuk's Culvert (North),724525,9846137,serena n
S10932,8/16/2013,Kruuk's Culvert (North),724525,9846137,serena n
S10982,8/30/2013,Kruuk's Culvert (North),724526,9846757,serena n
S10997,9/1/2013,Kruuk's Culvert (North),724527,9846132,serena n
S11231,11/11/2013,Kruuk's Culvert (North),724527,9846129,serena n
S10590,5/15/2013,Kruuk's Culvert (North),724528,9846008,serena n
S10660,5/30/2013,Kruuk's Culvert (North),724530,9846141,serena n
S10710,6/12/2013,Kruuk's Culvert (North),724532,9846758,serena n
S8315,8/25/2012,Kruuk's Culvert (North),724533,9846160,serena n
S9841,1/3/2013,Kruuk's Culvert (North),724535,9846756,serena n
S10669,6/3/2013,Kruuk's Culvert (North),724539,9846168,serena n
S10709,6/12/2013,Kruuk's Culvert (North),724543,9846192,serena n
S11014,9/7/2013,Kruuk's Culvert (North),724544,9846074,serena n
S10856,6/26/2013,Kruuk's Culvert (North),724545,9846592,serena n
S8009,7/19/2012,Kruuk's Culvert (North),724557,9846262,serena n
S13463,3/1/2014,Kruuk's Culvert (North),724557,9846130,serena n
S11077,9/30/2013,Kruuk's Culvert (North),724572,9846581,serena n
S10496.1,4/18/2013,Kruuk's Culvert (North),724584,9846740,serena n
S13277,1/26/2014,Kruuk's Culvert (North),724593,9845985,serena n
S13446,2/26/2014,Kruuk's Culvert (North),724610,9846617,serena n
S13589,3/27/2014,Kruuk's Culvert (North),724610,9846617,serena n
S10603,5/18/2013,Kruuk's Culvert (North),724726,9845833,serena n
S11318,11/30/2013,Kruuk's Culvert (North),725809,9846002,serena n
S10745,6/17/2013,Lalalugga (North),0,0,serena n
S12481.1,3/5/2014,Lalalugga (North),0,0,serena n
S11016,9/9/2013,Lalalugga (North),723319,9846609,serena n
S11113,10/10/2013,Lalalugga (North),723341,9846643,serena n
S11049,9/18/2013,Lalalugga (North),723346,9846645,serena n
S11042,9/18/2013,Lalalugga (North),723346,9846645,serena n
S13346,2/10/2014,Lalalugga (North),723368,9846668,serena n
S11332,12/6/2013,Lalalugga (North),723372,9846678,serena n
S11224,11/5/2013,Lalalugga (North),723378,9846394,serena n
S10711,6/12/2013,Lalalugga (North),723379,9846391,serena n
S13366,2/15/2014,Lalalugga (North),723381,9846678,serena n
S13354,2/12/2014,Lalalugga (North),723384,9846680,serena n
S13585,3/27/2014,Lalalugga (North),723394,9846679,serena n
S11013,9/7/2013,Lalalugga (North),723403,9846683,serena n
S10639,5/25/2013,Lalalugga (North),723438,9846716,serena n
S11174,10/25/2013,Lalalugga (North),723562,9846589,serena n
S11013,9/7/2013,Lalalugga (North),723573,9846357,serena n
S13487,3/7/2014,Lalalugga (North),723622,9846717,serena n
S11011,9/6/2013,Lalalugga (North),723623,9846005,serena n
S11308,11/30/2013,Lalalugga (North),723640,9846146,serena n
S10062,7/13/2013,Lalalugga (North),723655,9846283,serena n
S11283,11/25/2013,Lalalugga (North),723763,9846530,serena n
S10451,3/23/2013,Lalalugga (North),723774,9846954,serena n
S11086,10/2/2013,Lalalugga (North),723881,9846512,serena n
S11224,11/5/2013,Lalalugga (North),724012,9845954,serena n
S13482,3/5/2014,Lalalugga (North),724106,9846379,serena n
S13488,3/7/2014,Lalalugga (North),724119,9846347,serena n
S13394,2/18/2014,Lalalugga (North),724163,9846496,serena n
S11224,11/5/2013,Lalalugga (North),724178,9846501,serena n
S13488,3/7/2014,Lalalugga (North),724288,9846505,serena n
S11515,2/16/2013,Lighthouse Den (South),0,0,serena n
S10993,9/1/2013,Lion Cub Culvert (North),0,0,serena n
S11030,9/13/2013,Lion Cub Culvert (North),717659,9850704,serena n
S7941,7/1/2012,Lion Cub Culvert (North),720933,9848754,serena n
S11255,11/17/2013,Lion Cub Culvert (North),721126,9848611,serena n
S10624,5/22/2013,Lion Cub Culvert (North),721144,9848620,serena n
S10422,3/16/2013,Lion Cub Culvert (North),721186,9848431,serena n
S7951,7/2/2012,Lion Cub Culvert (North),721218,9849052,serena n
S8006,7/17/2012,Lion Lugga (),0,0,serena n
S8368,9/28/2012,Lion Lugga (),0,0,serena n
S8367,9/28/2012,Lion Lugga (),0,0,serena n
S10447,3/23/2013,Lion Lugga (),0,0,serena n
S13467,3/1/2014,Lion Lugga (),0,0,serena n
S10727,6/15/2013,Lion Lugga (),720137,9848675,serena n
S7965,7/5/2012,Lion Lugga (),720524,9848694,serena n
S7964,7/5/2012,Lion Lugga (),720622,9849042,serena n
S8434,11/8/2012,Lion Lugga (),720649,9848306,serena n
S8565,12/7/2012,Lion Lugga (),720662,9848587,serena n
S10376,3/6/2013,Lion Lugga (),720715,9848134,serena n
S11270,11/20/2013,Lion Lugga (),720744,9848159,serena n
S9897,1/24/2013,Lion Lugga (),720748,9848152,serena n
S8318,8/27/2012,Lion Lugga (),720921,9848834,serena n
S10685,6/8/2013,Lion Lugga (),721024,9848146,serena n
S8540,11/27/2012,Lion Lugga (),721075,9848780,serena n
S8587,12/21/2012,Lion Lugga (),721171,9849061,serena n
S8339,9/16/2012,Lion Lugga (),721214,9848906,serena n
S8340,9/16/2012,Lion Lugga (),721214,9848906,serena n
s8036,7/26/2012,Lion Lugga (),721231,9848992,serena n
S7972,7/7/2012,Lion Lugga (),721233,9848932,serena n
S8415,10/30/2012,Lion Lugga (),721249,9848768,serena n
S8008,7/17/2012,Lion Lugga (),721251,9848756,serena n
S8300,8/17/2012,Lion Lugga (),721251,9848770,serena n
S13451,2/27/2014,Lion Lugga (),721252,9848732,serena n
S10736,6/15/2013,Lion Lugga (),721265,9848620,serena n
